invoice_number,vendor_name,address,issued_date,due_date,invoice_status,product_name,quantity,unit_price
12-2022-08-14-Co,Company E,Nicaragua,2022-08-14,2022-09-10,Overdue,UI/UX Design,1,723.76
9-2022-11-25-Co,Company E,Panama,2022-11-25,2022-12-23,Pending,E-commerce Development,1,2545.17
53-2022-11-06-Co,Company B,Algeria,2022-11-06,2022-11-24,Pending,AI Solution,1,8507.64
26-2023-04-19-Co,Company D,Malta,2023-04-19,2023-05-17,Pending,E-commerce Development,1,1040.97
95-2022-08-25-Co,Company C,Liberia,2022-08-25,2022-09-21,Paid,IoT Solution,1,6995.58
23-2022-10-10-Co,Company C,Liberia,2022-10-10,2022-10-29,Overdue,Web Development,1,1032.45
11-2023-04-25-Co,Company D,Jersey,2023-04-25,2023-05-25,Overdue,E-commerce Development,1,1209.16
11-2023-02-18-Co,Company C,Norfolk Island,2023-02-18,2023-03-04,Pending,E-commerce Development,1,3014.36
33-2023-02-23-Co,Company B,United States Minor Outlying Islands,2023-02-23,2023-03-08,Paid,Web Development,1,602.15
32-2023-04-03-Co,Company D,Ethiopia,2023-04-03,2023-04-22,Pending,E-commerce Development,1,2937.82
52-2023-02-24-Co,Company B,Algeria,2023-02-24,2023-03-10,Overdue,Mobile App Development,1,3139.55
53-2022-08-02-Co,Company A,Pitcairn Islands,2022-08-02,2022-08-14,Paid,UI/UX Design,1,506.65
35-2023-03-13-Co,Company C,Hong Kong,2023-03-13,2023-04-05,Pending,Web Development,1,2321.1
33-2023-01-23-Co,Company D,Uganda,2023-01-23,2023-02-02,Overdue,E-commerce Development,1,1572.8
44-2023-03-02-Co,Company E,Madagascar,2023-03-02,2023-03-16,Overdue,E-commerce Development,1,1214.42
45-2022-08-13-Co,Company D,Ireland,2022-08-13,2022-09-04,Overdue,Web Development,1,1342.28
28-2022-07-12-Co,Company A,Peru,2022-07-12,2022-07-30,Paid,IoT Solution,1,7280.92
37-2022-09-28-Co,Company C,Iceland,2022-09-28,2022-10-25,Overdue,IoT Solution,1,4021.15
9-2022-10-29-Co,Company B,Cambodia,2022-10-29,2022-11-07,Paid,Mobile App Development,1,2385.82
73-2023-06-03-Co,Company D,Kuwait,2023-06-03,2023-06-19,Overdue,AI Solution,1,8780.66
8-2022-12-25-Co,Company C,Saint Kitts and Nevis,2022-12-25,2023-01-15,Overdue,Mobile App Development,1,1653.6
57-2023-06-27-Co,Company E,Saint Lucia,2023-06-27,2023-07-26,Pending,Web Development,1,2785.58
55-2022-10-19-Co,Company D,Turks and Caicos Islands,2022-10-19,2022-10-29,Overdue,IoT Solution,1,5375.62
81-2023-05-22-Co,Company C,Kenya,2023-05-22,2023-06-19,Overdue,AI Solution,1,6249.8
18-2023-03-01-Co,Company E,Morocco,2023-03-01,2023-03-17,Paid,IoT Solution,1,7006.88
69-2023-01-26-Co,Company A,Liechtenstein,2023-01-26,2023-02-21,Overdue,UI/UX Design,1,259.55
67-2022-09-13-Co,Company B,Chile,2022-09-13,2022-10-11,Pending,UI/UX Design,1,719.21
97-2023-05-09-Co,Company A,Kenya,2023-05-09,2023-05-23,Overdue,E-commerce Development,1,1948.93
72-2023-05-08-Co,Company C,Hungary,2023-05-08,2023-06-06,Paid,UI/UX Design,1,826.11
56-2023-03-25-Co,Company E,Venezuela,2023-03-25,2023-04-07,Overdue,AI Solution,1,8034.18
84-2022-10-25-Co,Company A,Indonesia,2022-10-25,2022-11-19,Pending,Mobile App Development,1,4095.89
22-2023-04-21-Co,Company C,Montserrat,2023-04-21,2023-05-20,Overdue,UI/UX Design,1,839.85
95-2022-10-15-Co,Company A,Ecuador,2022-10-15,2022-11-10,Overdue,E-commerce Development,1,3403.12
28-2022-09-13-Co,Company C,Lebanon,2022-09-13,2022-09-24,Pending,Web Development,1,2921.48
73-2022-08-07-Co,Company A,Korea,2022-08-07,2022-08-26,Overdue,AI Solution,1,8045.08
65-2023-02-27-Co,Company C,Canada,2023-02-27,2023-03-13,Pending,AI Solution,1,9705.71
40-2022-11-27-Co,Company E,Tonga,2022-11-27,2022-12-14,Overdue,Web Development,1,574.88
64-2023-06-29-Co,Company D,El Salvador,2023-06-29,2023-07-11,Overdue,Web Development,1,652.92
51-2023-01-04-Co,Company E,Saint Lucia,2023-01-04,2023-02-02,Paid,AI Solution,1,8698.83
38-2023-05-21-Co,Company B,Armenia,2023-05-21,2023-06-20,Pending,Web Development,1,2322.53
57-2023-05-20-Co,Company D,Ireland,2023-05-20,2023-06-07,Overdue,IoT Solution,1,5643.9
55-2023-06-17-Co,Company B,Bulgaria,2023-06-17,2023-06-28,Paid,Mobile App Development,1,2869.13
18-2022-09-12-Co,Company B,Taiwan,2022-09-12,2022-09-21,Overdue,E-commerce Development,1,3979.06
41-2023-03-22-Co,Company A,Bosnia and Herzegovina,2023-03-22,2023-04-17,Pending,IoT Solution,1,3963.83
90-2023-03-04-Co,Company E,British Indian Ocean Territory (Chagos Archipelago),2023-03-04,2023-03-29,Pending,Web Development,1,1557.38
83-2023-04-15-Co,Company E,Northern Mariana Islands,2023-04-15,2023-05-05,Overdue,Mobile App Development,1,4849.23
72-2023-05-23-Co,Company D,Malaysia,2023-05-23,2023-06-08,Overdue,Web Development,1,2660.96
39-2022-07-11-Co,Company C,Gibraltar,2022-07-11,2022-07-22,Overdue,Web Development,1,2645.25
74-2022-09-08-Co,Company D,Guyana,2022-09-08,2022-09-28,Paid,UI/UX Design,1,924.59
22-2023-06-14-Co,Company A,Dominican Republic,2023-06-14,2023-06-26,Overdue,AI Solution,1,5647.19
91-2022-11-18-Co,Company B,Guyana,2022-11-18,2022-12-07,Pending,E-commerce Development,1,2212.93
58-2022-11-04-Co,Company D,Cayman Islands,2022-11-04,2022-11-12,Pending,AI Solution,1,8842.19
61-2023-01-03-Co,Company D,Uzbekistan,2023-01-03,2023-01-13,Overdue,Web Development,1,1435.87
66-2023-04-13-Co,Company D,Chile,2023-04-13,2023-05-03,Overdue,UI/UX Design,1,606.41
14-2023-05-10-Co,Company B,Norfolk Island,2023-05-10,2023-05-24,Paid,Mobile App Development,1,4048.43
91-2023-06-04-Co,Company D,Guinea-Bissau,2023-06-04,2023-06-21,Paid,IoT Solution,1,6240.83
99-2023-05-09-Co,Company B,Papua New Guinea,2023-05-09,2023-06-05,Overdue,IoT Solution,1,7925.8
55-2023-05-14-Co,Company B,Turkey,2023-05-14,2023-06-05,Overdue,IoT Solution,1,4964.78
73-2022-11-26-Co,Company D,Eritrea,2022-11-26,2022-12-05,Paid,Web Development,1,2132.04
93-2022-07-24-Co,Company D,Christmas Island,2022-07-24,2022-08-14,Pending,UI/UX Design,1,758.7
39-2022-08-21-Co,Company A,Japan,2022-08-21,2022-09-03,Paid,Web Development,1,2618.63
18-2022-10-06-Co,Company B,Saint Barthelemy,2022-10-06,2022-11-01,Paid,IoT Solution,1,3314.85
47-2023-03-10-Co,Company A,Finland,2023-03-10,2023-03-30,Overdue,Mobile App Development,1,1747.93
54-2022-12-09-Co,Company D,United States Minor Outlying Islands,2022-12-09,2022-12-22,Pending,IoT Solution,1,2195.78
56-2023-04-13-Co,Company B,Korea,2023-04-13,2023-05-01,Pending,IoT Solution,1,6621.46
55-2022-12-01-Co,Company E,Mauritius,2022-12-01,2022-12-08,Overdue,UI/UX Design,1,734.07
37-2022-12-07-Co,Company B,Brunei Darussalam,2022-12-07,2023-01-05,Overdue,Mobile App Development,1,2371.68
99-2023-04-25-Co,Company B,Central African Republic,2023-04-25,2023-05-14,Overdue,Mobile App Development,1,3480.05
8-2022-07-28-Co,Company E,Guam,2022-07-28,2022-08-21,Overdue,Web Development,1,1529.06
24-2023-02-21-Co,Company D,Saint Lucia,2023-02-21,2023-03-03,Overdue,Mobile App Development,1,4016.54
29-2023-05-27-Co,Company C,Burkina Faso,2023-05-27,2023-06-25,Overdue,UI/UX Design,1,322.35
95-2023-02-18-Co,Company D,South Africa,2023-02-18,2023-03-06,Overdue,IoT Solution,1,2578.75
8-2023-05-21-Co,Company E,Gambia,2023-05-21,2023-06-13,Paid,Mobile App Development,1,1327.6
41-2022-11-27-Co,Company B,Tuvalu,2022-11-27,2022-12-22,Paid,Mobile App Development,1,1292.39
66-2023-06-16-Co,Company A,Mexico,2023-06-16,2023-07-09,Overdue,E-commerce Development,1,1218.87
10-2023-03-25-Co,Company B,Tuvalu,2023-03-25,2023-04-22,Paid,E-commerce Development,1,2141.6
92-2023-04-25-Co,Company C,Heard Island and McDonald Islands,2023-04-25,2023-05-25,Paid,E-commerce Development,1,2838.03
32-2022-07-21-Co,Company A,Vietnam,2022-07-21,2022-08-03,Overdue,E-commerce Development,1,3429.64
82-2023-02-15-Co,Company A,Ukraine,2023-02-15,2023-03-07,Paid,AI Solution,1,4101.77
46-2022-08-16-Co,Company A,Gambia,2022-08-16,2022-08-31,Pending,Web Development,1,1747.7
26-2022-10-21-Co,Company E,Martinique,2022-10-21,2022-11-19,Paid,E-commerce Development,1,3790.03
94-2022-10-31-Co,Company C,South Georgia and the South Sandwich Islands,2022-10-31,2022-11-25,Pending,AI Solution,1,3949.43
46-2023-07-02-Co,Company C,Jersey,2023-07-02,2023-07-09,Pending,Web Development,1,1492.39
53-2022-09-14-Co,Company E,French Guiana,2022-09-14,2022-10-11,Pending,Web Development,1,1104.2
76-2023-01-12-Co,Company C,Tajikistan,2023-01-12,2023-01-29,Pending,UI/UX Design,1,865.5
79-2023-06-06-Co,Company B,India,2023-06-06,2023-06-19,Pending,AI Solution,1,7595.92
50-2022-11-17-Co,Company C,Seychelles,2022-11-17,2022-11-27,Overdue,E-commerce Development,1,1755.48
50-2022-09-09-Co,Company E,Lithuania,2022-09-09,2022-10-03,Overdue,E-commerce Development,1,1242.06
96-2022-07-31-Co,Company D,Ukraine,2022-07-31,2022-08-19,Paid,AI Solution,1,9023.24
66-2022-10-14-Co,Company D,Lebanon,2022-10-14,2022-10-26,Paid,Web Development,1,1096.11
73-2022-08-26-Co,Company E,Seychelles,2022-08-26,2022-09-12,Pending,IoT Solution,1,7446.31
29-2022-09-25-Co,Company B,Tunisia,2022-09-25,2022-10-03,Pending,IoT Solution,1,2952.67
61-2022-10-04-Co,Company D,Antarctica (the territory South of 60 deg S),2022-10-04,2022-10-23,Paid,E-commerce Development,1,1911.32
79-2022-11-28-Co,Company E,Brunei Darussalam,2022-11-28,2022-12-13,Overdue,AI Solution,1,9042.56
31-2022-07-25-Co,Company D,Aruba,2022-07-25,2022-08-22,Overdue,AI Solution,1,9321.65
88-2023-05-05-Co,Company C,Chad,2023-05-05,2023-05-15,Overdue,IoT Solution,1,7092.93
96-2022-08-13-Co,Company E,Zimbabwe,2022-08-13,2022-08-23,Overdue,Mobile App Development,1,1839.48
5-2023-06-13-Co,Company A,Pitcairn Islands,2023-06-13,2023-07-03,Paid,IoT Solution,1,3778.79
58-2023-01-03-Co,Company E,Poland,2023-01-03,2023-01-20,Overdue,Web Development,1,1133.38
57-2022-07-17-Co,Company D,Cape Verde,2022-07-17,2022-07-27,Paid,AI Solution,1,7281.45
81-2023-01-01-Co,Company D,Albania,2023-01-01,2023-01-17,Paid,Mobile App Development,1,1054.79
55-2022-08-17-Co,Company D,Tokelau,2022-08-17,2022-09-15,Pending,Web Development,1,1575.43
59-2022-07-25-Co,Company C,Belgium,2022-07-25,2022-08-02,Pending,Web Development,1,1576.13
35-2023-07-05-Co,Company E,Egypt,2023-07-05,2023-07-18,Paid,Mobile App Development,1,2106.36
31-2023-06-30-Co,Company C,Cocos (Keeling) Islands,2023-06-30,2023-07-07,Pending,AI Solution,1,6494.66
14-2023-01-27-Co,Company B,Philippines,2023-01-27,2023-02-10,Overdue,IoT Solution,1,3889.39
26-2023-04-01-Co,Company D,Equatorial Guinea,2023-04-01,2023-04-11,Pending,E-commerce Development,1,1661.0
75-2022-11-10-Co,Company C,Ukraine,2022-11-10,2022-12-04,Pending,Web Development,1,1913.2
72-2022-12-01-Co,Company B,Burkina Faso,2022-12-01,2022-12-28,Overdue,Web Development,1,691.57
94-2022-09-30-Co,Company B,French Guiana,2022-09-30,2022-10-29,Paid,IoT Solution,1,6742.17
67-2023-05-15-Co,Company C,Uganda,2023-05-15,2023-05-25,Overdue,UI/UX Design,1,543.13
53-2022-11-10-Co,Company B,Uruguay,2022-11-10,2022-11-21,Overdue,IoT Solution,1,4240.71
99-2023-06-13-Co,Company C,Luxembourg,2023-06-13,2023-06-20,Paid,IoT Solution,1,5194.4
19-2023-05-16-Co,Company D,San Marino,2023-05-16,2023-05-23,Paid,Mobile App Development,1,3470.77
75-2022-08-18-Co,Company D,Czech Republic,2022-08-18,2022-08-27,Pending,E-commerce Development,1,4237.48
34-2022-10-16-Co,Company C,Swaziland,2022-10-16,2022-11-03,Paid,Mobile App Development,1,2326.81
5-2023-03-31-Co,Company D,Chad,2023-03-31,2023-04-12,Pending,Mobile App Development,1,3639.83
23-2022-10-17-Co,Company D,Chad,2022-10-17,2022-11-04,Pending,Web Development,1,1823.1
49-2022-12-01-Co,Company E,Burundi,2022-12-01,2022-12-20,Pending,UI/UX Design,1,449.11
90-2022-10-22-Co,Company E,Uruguay,2022-10-22,2022-11-18,Paid,Web Development,1,763.22
46-2022-07-29-Co,Company A,Vanuatu,2022-07-29,2022-08-21,Pending,AI Solution,1,5115.62
18-2022-09-06-Co,Company A,Mexico,2022-09-06,2022-09-15,Pending,Web Development,1,2707.81
20-2023-07-05-Co,Company B,Norfolk Island,2023-07-05,2023-07-31,Overdue,E-commerce Development,1,2549.73
58-2023-05-26-Co,Company C,French Southern Territories,2023-05-26,2023-06-07,Pending,IoT Solution,1,3711.96
71-2023-01-07-Co,Company C,Antigua and Barbuda,2023-01-07,2023-01-28,Overdue,UI/UX Design,1,713.28
53-2023-05-19-Co,Company A,Iran,2023-05-19,2023-05-30,Overdue,E-commerce Development,1,1852.28
99-2023-06-14-Co,Company C,Barbados,2023-06-14,2023-06-26,Pending,E-commerce Development,1,1300.99
7-2022-11-05-Co,Company C,Bulgaria,2022-11-05,2022-11-20,Paid,Web Development,1,2944.59
2-2023-05-08-Co,Company A,Martinique,2023-05-08,2023-05-31,Paid,AI Solution,1,3758.5
70-2022-12-18-Co,Company E,Romania,2022-12-18,2023-01-09,Pending,IoT Solution,1,7171.99
34-2022-09-23-Co,Company B,Greece,2022-09-23,2022-10-17,Pending,Mobile App Development,1,3026.9
10-2023-02-13-Co,Company C,Iceland,2023-02-13,2023-03-11,Overdue,IoT Solution,1,6059.16
23-2023-05-04-Co,Company D,Belarus,2023-05-04,2023-05-21,Pending,AI Solution,1,4824.1
63-2023-02-12-Co,Company A,Nauru,2023-02-12,2023-03-04,Paid,IoT Solution,1,7581.75
58-2023-04-26-Co,Company C,Uruguay,2023-04-26,2023-05-21,Pending,AI Solution,1,7462.24
85-2022-12-29-Co,Company A,Swaziland,2022-12-29,2023-01-11,Overdue,IoT Solution,1,2380.78
14-2023-07-10-Co,Company B,Bulgaria,2023-07-10,2023-07-19,Overdue,Mobile App Development,1,4238.57
14-2022-08-08-Co,Company E,Cook Islands,2022-08-08,2022-08-17,Paid,E-commerce Development,1,2482.72
3-2022-07-11-Co,Company A,Bahrain,2022-07-11,2022-07-28,Overdue,IoT Solution,1,3943.1
8-2023-01-22-Co,Company D,Bhutan,2023-01-22,2023-02-04,Overdue,AI Solution,1,3778.9
54-2022-07-21-Co,Company A,Korea,2022-07-21,2022-08-18,Overdue,Mobile App Development,1,3365.79
8-2022-10-16-Co,Company E,Nauru,2022-10-16,2022-11-14,Overdue,E-commerce Development,1,4213.39
7-2023-04-26-Co,Company B,Canada,2023-04-26,2023-05-18,Overdue,Mobile App Development,1,4077.11
75-2023-05-23-Co,Company A,British Virgin Islands,2023-05-23,2023-06-20,Pending,Web Development,1,2125.53
54-2023-01-02-Co,Company E,Anguilla,2023-01-02,2023-01-25,Paid,Web Development,1,1276.41
29-2022-07-19-Co,Company B,Montenegro,2022-07-19,2022-08-01,Overdue,Web Development,1,1526.5
38-2022-09-03-Co,Company C,Puerto Rico,2022-09-03,2022-09-15,Overdue,IoT Solution,1,6421.55
39-2022-11-15-Co,Company D,Hungary,2022-11-15,2022-12-09,Paid,AI Solution,1,5163.23
63-2022-12-11-Co,Company B,Cyprus,2022-12-11,2022-12-22,Paid,E-commerce Development,1,2454.02
95-2022-10-06-Co,Company D,Guatemala,2022-10-06,2022-11-04,Pending,IoT Solution,1,7293.63
65-2023-05-29-Co,Company D,Montserrat,2023-05-29,2023-06-18,Pending,UI/UX Design,1,696.03
38-2022-07-16-Co,Company E,Senegal,2022-07-16,2022-08-15,Pending,UI/UX Design,1,502.15
13-2022-09-30-Co,Company E,Cyprus,2022-09-30,2022-10-28,Overdue,AI Solution,1,9572.81
42-2023-05-13-Co,Company A,Colombia,2023-05-13,2023-06-05,Pending,AI Solution,1,7408.6
13-2022-10-21-Co,Company C,Samoa,2022-10-21,2022-11-05,Pending,UI/UX Design,1,468.46
57-2023-05-17-Co,Company D,Tajikistan,2023-05-17,2023-06-14,Paid,Web Development,1,2974.18
91-2022-12-12-Co,Company A,Hong Kong,2022-12-12,2023-01-01,Overdue,AI Solution,1,4892.72
30-2023-01-25-Co,Company C,Northern Mariana Islands,2023-01-25,2023-02-01,Paid,AI Solution,1,8393.18
33-2023-03-24-Co,Company E,Benin,2023-03-24,2023-04-20,Pending,E-commerce Development,1,1087.36
19-2023-02-19-Co,Company A,Mexico,2023-02-19,2023-03-13,Overdue,E-commerce Development,1,3329.53
7-2023-01-19-Co,Company E,Namibia,2023-01-19,2023-02-07,Overdue,AI Solution,1,7380.01
13-2023-05-15-Co,Company A,Somalia,2023-05-15,2023-05-26,Overdue,Web Development,1,1213.12
92-2022-07-24-Co,Company C,Cocos (Keeling) Islands,2022-07-24,2022-08-19,Paid,IoT Solution,1,6158.66
23-2023-03-10-Co,Company B,Burkina Faso,2023-03-10,2023-03-23,Overdue,Mobile App Development,1,4449.58
36-2023-07-08-Co,Company D,Christmas Island,2023-07-08,2023-07-28,Paid,Web Development,1,1424.38
60-2023-04-16-Co,Company E,Palestinian Territory,2023-04-16,2023-05-12,Pending,UI/UX Design,1,834.23
15-2023-02-06-Co,Company A,Cameroon,2023-02-06,2023-03-06,Pending,Web Development,1,2890.46
53-2022-12-04-Co,Company D,Palestinian Territory,2022-12-04,2023-01-01,Pending,UI/UX Design,1,767.96
50-2023-01-31-Co,Company E,Saint Kitts and Nevis,2023-01-31,2023-02-18,Overdue,UI/UX Design,1,827.12
71-2023-05-25-Co,Company B,Tuvalu,2023-05-25,2023-06-12,Pending,E-commerce Development,1,3706.22
9-2022-09-15-Co,Company E,Brazil,2022-09-15,2022-10-12,Overdue,IoT Solution,1,4044.9
57-2023-02-19-Co,Company B,Ecuador,2023-02-19,2023-03-01,Overdue,Web Development,1,2481.23
78-2023-02-04-Co,Company A,Switzerland,2023-02-04,2023-02-18,Pending,UI/UX Design,1,471.15
30-2023-03-11-Co,Company D,Venezuela,2023-03-11,2023-04-02,Paid,E-commerce Development,1,4414.52
13-2023-03-03-Co,Company B,Anguilla,2023-03-03,2023-03-24,Paid,Web Development,1,2735.03
70-2023-02-01-Co,Company A,Liberia,2023-02-01,2023-02-15,Paid,Web Development,1,1995.59
19-2022-12-14-Co,Company E,Russian Federation,2022-12-14,2023-01-13,Pending,AI Solution,1,3295.25
100-2022-11-08-Co,Company C,Central African Republic,2022-11-08,2022-12-02,Overdue,UI/UX Design,1,345.42
69-2023-05-27-Co,Company C,Puerto Rico,2023-05-27,2023-06-10,Pending,AI Solution,1,6082.47
96-2022-08-08-Co,Company A,Northern Mariana Islands,2022-08-08,2022-09-02,Paid,IoT Solution,1,4513.1
57-2022-10-09-Co,Company A,Azerbaijan,2022-10-09,2022-11-08,Paid,UI/UX Design,1,818.58
20-2022-08-01-Co,Company C,Seychelles,2022-08-01,2022-08-10,Pending,IoT Solution,1,4123.43
75-2022-09-08-Co,Company D,New Zealand,2022-09-08,2022-09-26,Pending,E-commerce Development,1,1923.63
69-2022-08-10-Co,Company B,Cape Verde,2022-08-10,2022-08-30,Paid,E-commerce Development,1,4642.69
37-2022-07-20-Co,Company A,Aruba,2022-07-20,2022-07-30,Overdue,IoT Solution,1,4355.93
67-2023-06-24-Co,Company E,Saint Pierre and Miquelon,2023-06-24,2023-07-10,Pending,Mobile App Development,1,4960.69
67-2022-09-19-Co,Company E,Tuvalu,2022-09-19,2022-10-01,Pending,Web Development,1,2599.21
88-2022-09-16-Co,Company A,Belize,2022-09-16,2022-10-14,Paid,UI/UX Design,1,927.64
23-2023-01-25-Co,Company D,Portugal,2023-01-25,2023-02-15,Overdue,IoT Solution,1,3461.97
55-2022-08-29-Co,Company A,Dominican Republic,2022-08-29,2022-09-21,Overdue,E-commerce Development,1,2044.43
93-2023-06-09-Co,Company C,Dominica,2023-06-09,2023-07-06,Paid,Mobile App Development,1,1304.38
93-2022-08-11-Co,Company E,Tanzania,2022-08-11,2022-09-05,Overdue,IoT Solution,1,7068.54
29-2023-01-03-Co,Company D,Sweden,2023-01-03,2023-01-30,Overdue,IoT Solution,1,3775.65
46-2023-01-15-Co,Company D,Gambia,2023-01-15,2023-01-22,Pending,Mobile App Development,1,1504.05
17-2023-06-15-Co,Company A,Belgium,2023-06-15,2023-07-08,Pending,AI Solution,1,9605.77
63-2023-01-12-Co,Company E,North Macedonia,2023-01-12,2023-02-09,Paid,IoT Solution,1,4577.09
82-2023-04-05-Co,Company B,Canada,2023-04-05,2023-04-13,Overdue,AI Solution,1,4093.74
85-2023-07-04-Co,Company C,Eritrea,2023-07-04,2023-07-25,Pending,E-commerce Development,1,1352.46
8-2022-10-23-Co,Company D,Georgia,2022-10-23,2022-11-17,Paid,UI/UX Design,1,602.1
3-2023-03-16-Co,Company B,Belgium,2023-03-16,2023-04-15,Paid,Web Development,1,897.01
38-2023-03-22-Co,Company C,Zimbabwe,2023-03-22,2023-04-06,Paid,E-commerce Development,1,4201.06
96-2023-04-10-Co,Company A,United Arab Emirates,2023-04-10,2023-04-20,Paid,AI Solution,1,8387.66
79-2023-02-17-Co,Company A,Bouvet Island (Bouvetoya),2023-02-17,2023-03-17,Paid,Web Development,1,1240.56
70-2023-04-15-Co,Company C,Trinidad and Tobago,2023-04-15,2023-04-30,Paid,E-commerce Development,1,2445.35
80-2022-12-29-Co,Company D,Cuba,2022-12-29,2023-01-27,Overdue,E-commerce Development,1,1999.67
98-2023-07-04-Co,Company E,Libyan Arab Jamahiriya,2023-07-04,2023-07-24,Overdue,E-commerce Development,1,4128.88
93-2023-05-19-Co,Company B,Hong Kong,2023-05-19,2023-05-29,Overdue,IoT Solution,1,2022.73
75-2022-12-17-Co,Company C,French Guiana,2022-12-17,2022-12-26,Overdue,Web Development,1,2859.37
39-2023-04-16-Co,Company A,Grenada,2023-04-16,2023-05-05,Pending,AI Solution,1,9891.13
86-2023-07-02-Co,Company C,Singapore,2023-07-02,2023-07-30,Pending,Web Development,1,2624.05
96-2023-04-19-Co,Company C,Timor-Leste,2023-04-19,2023-05-03,Paid,Web Development,1,620.24
25-2023-04-20-Co,Company A,Ghana,2023-04-20,2023-05-04,Overdue,E-commerce Development,1,4527.29
54-2023-05-27-Co,Company C,Moldova,2023-05-27,2023-06-23,Paid,IoT Solution,1,7869.73
84-2023-06-28-Co,Company E,Western Sahara,2023-06-28,2023-07-17,Overdue,UI/UX Design,1,463.71
53-2023-01-06-Co,Company E,Turks and Caicos Islands,2023-01-06,2023-02-02,Paid,E-commerce Development,1,3769.5
68-2023-01-13-Co,Company E,Guatemala,2023-01-13,2023-02-09,Paid,E-commerce Development,1,1899.05
84-2022-07-21-Co,Company B,Bermuda,2022-07-21,2022-08-19,Pending,IoT Solution,1,4003.56
80-2023-04-29-Co,Company E,Monaco,2023-04-29,2023-05-12,Overdue,AI Solution,1,3275.11
75-2023-05-08-Co,Company D,Australia,2023-05-08,2023-05-16,Pending,AI Solution,1,8937.72
42-2022-08-07-Co,Company D,Antarctica (the territory South of 60 deg S),2022-08-07,2022-09-04,Paid,UI/UX Design,1,428.85
52-2023-04-11-Co,Company E,Kuwait,2023-04-11,2023-05-04,Overdue,IoT Solution,1,6625.12
92-2023-04-13-Co,Company C,Cook Islands,2023-04-13,2023-04-24,Paid,E-commerce Development,1,4935.65
91-2023-03-25-Co,Company E,Niger,2023-03-25,2023-04-19,Pending,AI Solution,1,3607.51
12-2023-05-15-Co,Company B,Gabon,2023-05-15,2023-05-24,Pending,E-commerce Development,1,4811.32
13-2023-06-09-Co,Company B,Christmas Island,2023-06-09,2023-06-26,Overdue,Mobile App Development,1,2346.28
89-2023-01-19-Co,Company B,Kyrgyz Republic,2023-01-19,2023-02-13,Paid,UI/UX Design,1,296.86
46-2022-10-02-Co,Company D,Palestinian Territory,2022-10-02,2022-10-27,Pending,E-commerce Development,1,3018.03
8-2022-09-08-Co,Company D,French Southern Territories,2022-09-08,2022-09-21,Overdue,IoT Solution,1,7006.39
4-2022-08-06-Co,Company E,Paraguay,2022-08-06,2022-08-28,Overdue,E-commerce Development,1,3444.82
19-2023-05-17-Co,Company D,Lao People's Democratic Republic,2023-05-17,2023-05-27,Pending,IoT Solution,1,2616.37
31-2023-01-06-Co,Company D,Vietnam,2023-01-06,2023-01-22,Paid,E-commerce Development,1,1837.83
25-2022-12-15-Co,Company B,Niger,2022-12-15,2022-12-28,Overdue,IoT Solution,1,2181.95
3-2023-04-30-Co,Company B,Angola,2023-04-30,2023-05-29,Pending,IoT Solution,1,5182.87
97-2023-05-01-Co,Company C,Netherlands Antilles,2023-05-01,2023-05-12,Paid,Web Development,1,2535.39
45-2023-06-08-Co,Company A,Mauritania,2023-06-08,2023-06-21,Pending,IoT Solution,1,3530.24
13-2022-08-30-Co,Company B,Micronesia,2022-08-30,2022-09-07,Overdue,Mobile App Development,1,1252.23
12-2023-01-15-Co,Company A,Sao Tome and Principe,2023-01-15,2023-02-04,Pending,UI/UX Design,1,440.46
13-2023-06-19-Co,Company E,Canada,2023-06-19,2023-07-18,Pending,UI/UX Design,1,539.6
39-2023-07-06-Co,Company B,Saint Kitts and Nevis,2023-07-06,2023-08-05,Paid,AI Solution,1,6815.3
6-2023-03-28-Co,Company C,New Caledonia,2023-03-28,2023-04-08,Overdue,E-commerce Development,1,3637.22
9-2022-12-13-Co,Company B,Puerto Rico,2022-12-13,2022-12-30,Pending,E-commerce Development,1,4568.73
6-2023-01-22-Co,Company C,Andorra,2023-01-22,2023-02-21,Pending,Web Development,1,2289.21
41-2023-02-13-Co,Company C,Saint Lucia,2023-02-13,2023-03-12,Paid,Mobile App Development,1,1121.33
36-2023-06-16-Co,Company E,Uruguay,2023-06-16,2023-07-02,Paid,AI Solution,1,5646.5
52-2022-11-24-Co,Company A,Romania,2022-11-24,2022-12-11,Paid,Web Development,1,2657.79
26-2023-03-05-Co,Company D,Vanuatu,2023-03-05,2023-04-03,Paid,Mobile App Development,1,1774.92
41-2023-05-05-Co,Company C,Samoa,2023-05-05,2023-05-24,Pending,Mobile App Development,1,4496.66
96-2023-07-01-Co,Company D,Iceland,2023-07-01,2023-07-21,Paid,Mobile App Development,1,1579.53
47-2022-12-11-Co,Company C,Denmark,2022-12-11,2022-12-18,Overdue,Web Development,1,2558.47
7-2022-10-20-Co,Company A,Saint Kitts and Nevis,2022-10-20,2022-10-30,Pending,AI Solution,1,8402.94
45-2022-11-16-Co,Company B,Panama,2022-11-16,2022-12-04,Overdue,Mobile App Development,1,2167.15
33-2023-06-03-Co,Company B,Montserrat,2023-06-03,2023-06-28,Paid,Web Development,1,2909.39
38-2023-07-05-Co,Company C,Puerto Rico,2023-07-05,2023-07-18,Paid,Web Development,1,1324.17
23-2023-01-26-Co,Company D,French Polynesia,2023-01-26,2023-02-05,Overdue,Mobile App Development,1,4827.93
